                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    132,                 1.1065,                0.67391,                 0.8879,                0.53273,                 0.4117,                0.42093,                0.25467,                   1.17,                0.82633,                0.89971,               0.003565,               0.003565,               0.003565
                    133,                 1.1015,                0.67133,                0.88732,                0.52957,                0.41251,                0.42058,                0.25445,                 1.1703,                0.82609,                0.89973,              0.0035155,              0.0035155,              0.0035155
                    134,                 1.1033,                0.67065,                0.88409,                0.53349,                0.41098,                0.42041,                 0.2545,                 1.1706,                0.82551,                0.89965,               0.003466,               0.003466,               0.003466
                    135,                 1.1023,                0.66922,                0.88325,                0.53865,                0.40796,                0.42047,                0.25457,                  1.171,                0.82491,                0.89976,              0.0034165,              0.0034165,              0.0034165
                    136,                 1.0979,                0.66633,                0.88459,                0.53895,                0.40728,                0.42073,                0.25465,                 1.1712,                0.82464,                0.89974,               0.003367,               0.003367,               0.003367
                    137,                 1.0923,                0.66129,                 0.8839,                0.53225,                0.41284,                0.42025,                0.25471,                 1.1712,                0.82463,                0.89988,              0.0033175,              0.0033175,              0.0033175
                    138,                 1.0985,                0.66438,                0.88526,                0.53117,                0.41354,                0.42018,                0.25457,                 1.1718,                0.82467,                0.89999,               0.003268,               0.003268,               0.003268
                    139,                 1.0933,                0.66067,                0.88348,                0.53271,                0.41384,                0.42001,                0.25445,                 1.1719,                0.82459,                0.90002,              0.0032185,              0.0032185,              0.0032185
                    140,                 1.0891,                0.65795,                0.88291,                0.53227,                  0.413,                0.41974,                0.25447,                 1.1716,                0.82462,                0.89999,               0.003169,               0.003169,               0.003169
                    141,                 1.0931,                0.65726,                0.88356,                0.53261,                0.41257,                0.41952,                0.25455,                 1.1718,                0.82516,                0.90005,              0.0031195,              0.0031195,              0.0031195
                    142,                   1.09,                0.65468,                0.88252,                0.53347,                0.41134,                0.41962,                0.25456,                 1.1721,                0.82521,                0.90025,                0.00307,                0.00307,                0.00307
                    143,                 1.0859,                0.65058,                0.88164,                0.53046,                0.41155,                0.41981,                0.25472,                 1.1723,                0.82541,                 0.9003,              0.0030205,              0.0030205,              0.0030205
                    144,                 1.0872,                0.65269,                0.88171,                0.52735,                0.41267,                0.42037,                0.25472,                 1.1728,                0.82553,                0.90047,               0.002971,               0.002971,               0.002971
                    145,                 1.0822,                0.64989,                0.88224,                0.52842,                0.41274,                0.42043,                0.25461,                  1.173,                0.82543,                0.90058,              0.0029215,              0.0029215,              0.0029215
                    146,                 1.0806,                  0.645,                0.88037,                0.52733,                0.41415,                0.42023,                0.25466,                 1.1732,                0.82532,                0.90059,               0.002872,               0.002872,               0.002872
                    147,                 1.0771,                0.64309,                0.88118,                0.53025,                0.41297,                0.42042,                0.25444,                 1.1737,                0.82539,                0.90095,              0.0028225,              0.0028225,              0.0028225
                    148,                 1.0876,                 0.6489,                0.88118,                0.53126,                0.41346,                0.42065,                 0.2547,                 1.1738,                0.82535,                0.90091,               0.002773,               0.002773,               0.002773
                    149,                 1.0766,                0.64225,                0.88003,                0.53552,                0.41021,                0.42045,                0.25462,                 1.1739,                0.82526,                0.90112,              0.0027235,              0.0027235,              0.0027235
                    150,                 1.0781,                0.64184,                0.88109,                0.53275,                0.41066,                0.42084,                0.25446,                 1.1733,                0.82541,                0.90095,               0.002674,               0.002674,               0.002674
                    151,                 1.0721,                0.63754,                0.88022,                0.53259,                0.40946,                0.42063,                0.25459,                 1.1733,                0.82534,                0.90107,              0.0026245,              0.0026245,              0.0026245
                    152,                 1.0682,                0.63441,                0.87908,                0.52974,                0.41006,                0.41981,                0.25421,                 1.1736,                  0.826,                0.90132,               0.002575,               0.002575,               0.002575
                    153,                 1.0773,                0.63615,                0.87829,                0.52718,                0.41092,                0.42027,                0.25425,                  1.174,                0.82637,                0.90152,              0.0025255,              0.0025255,              0.0025255
